SCHOOL_YEAR,ST,SCH_NAME,ST_SCHID,NCESSCH,SY_STATUS,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,TITLEI_STATUS,TITLEI_STATUS_TEXT,TEACHERS,DATA_GROUP,FARMS_COUNT
2017-2018,MN,MACCRAY SENIOR HIGH,MN-012180-012180020,270009100365,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,20.66,Free and Reduced-price Lunch Table,106.0
2017-2018,MN,MACCRAY Area Learning Program,MN-012180-012180040,270009102856,1,Alternative School,4,High,TGELGBTGPROG,Title I targeted assistance school,1.09,Free and Reduced-price Lunch Table,8.0
2017-2018,MN,MINNESOTA NEW COUNTRY SCHOOL,MN-074007-074007010,270009202487,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,11.32,Free and Reduced-price Lunch Table,28.0
2017-2018,MN,PACT CHARTER SECONDARY,MN-074008-074008030,270009303030,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,17.5,Free and Reduced-price Lunch Table,42.0
2017-2018,MN,YELLOW MEDICINE EAST HIGH SCHOOL,MN-012190-012190022,270009903539,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,17.35,Free and Reduced-price Lunch Table,82.0
2017-2018,MN,FILLMORE CENTRAL SENIOR HIGH,MN-012198-012198456,270010000691,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,18.83,Free and Reduced-price Lunch Table,83.0
2017-2018,MN,NORMAN COUNTY EAST SECONDARY,MN-012215-012215002,270010101695,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,11.51,Free and Reduced-price Lunch Table,45.0
2017-2018,MN,SIBLEY EAST-ARLINGTON SENIOR HIGH,MN-012310-012310003,270010200134,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,21.19,Free and Reduced-price Lunch Table,125.0
2017-2018,MN,CLEARBROOK-GONVICK SECONDARY,MN-012311-012311020,270010303468,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,12.77,Free and Reduced-price Lunch Table,109.0
2017-2018,MN,WEST CENTRAL AREA SECONDARY,MN-012342-012342003,270010402566,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,14.8,Free and Reduced-price Lunch Table,57.0
2017-2018,MN,BELGRADE-BROOTEN-ELROSA SEC.,MN-012364-012364002,270010502567,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,20.53,Free and Reduced-price Lunch Table,89.0
2017-2018,MN,A.C.G.C. SECONDARY,MN-012396-012396300,270010602570,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,26.25,Free and Reduced-price Lunch Table,167.0
2017-2018,MN,Greenbush-Middle River Secondary,MN-012683-012683020,270010700921,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,17.27,Free and Reduced-price Lunch Table,52.0
2017-2018,MN,PIPESTONE SENIOR HIGH,MN-012689-012689008,270010801263,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,21.25,Free and Reduced-price Lunch Table,113.0
2017-2018,MN,LONG PRAIRIE-GREY SECONDARY SCHOOL,MN-012753-012753020,270010900850,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,31.64,Free and Reduced-price Lunch Table,238.0
2017-2018,MN,CEDAR MOUNTAIN SECONDARY,MN-012754-012754002,270011001099,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,19.79,Free and Reduced-price Lunch Table,121.0
2017-2018,MN,Community of Peace Academy High Sch,MN-074015-074015011,270011504163,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,19.83,Free and Reduced-price Lunch Table,224.0
2017-2018,MN,MTS HIGH SCHOOL,MN-074017-074017012,270011703262,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,23.29,Free and Reduced-price Lunch Table,201.0
2017-2018,MN,VIRTUAL HIGH SCHOOL,MN-074017-074017014,270011703264,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,12.93,Free and Reduced-price Lunch Table,135.0
2017-2018,MN,MTS PEASE ACADEMY,MN-074017-074017016,270011703336,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,3.52,Free and Reduced-price Lunch Table,16.0
2017-2018,MN,HOWARD LAKE-WAVERLY-WINSTED SEC.,MN-012687-012687002,270012300751,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,20.18,Free and Reduced-price Lunch Table,69.0
2017-2018,MN,HLWW ALTERNATIVE LEARNING PROGRAM,MN-012687-012687008,270012304414,1,Alternative School,4,High,TGELGBTGPROG,Title I targeted assistance school,1.02,Free and Reduced-price Lunch Table,5.0
2017-2018,MN,FAIRMONT JR./SR. HIGH SCHOOL,MN-012752-012752060,270012400553,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,39.37,Free and Reduced-price Lunch Table,295.0
2017-2018,MN,LAC QUI PARLE VALLEY SECONDARY,MN-012853-012853040,270012502260,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,22.24,Free and Reduced-price Lunch Table,120.0
2017-2018,MN,ADA-BORUP SECONDARY,MN-012854-012854030,270012600051,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,19.59,Free and Reduced-price Lunch Table,129.0
2017-2018,MN,STEPHEN SENIOR HIGH,MN-012856-012856030,270012701648,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,13.45,Free and Reduced-price Lunch Table,52.0
2017-2018,MN,GLENCOE-SILVER LAKE SENIOR HIGH,MN-012859-012859060,270012800630,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,28.56,Free and Reduced-price Lunch Table,111.0
2017-2018,MN,BLUE EARTH AREA SECONDARY,MN-012860-012860020,270013002498,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,27.46,Free and Reduced-price Lunch Table,171.0
2017-2018,MN,RED ROCK CENTRAL SECONDARY,MN-012884-012884020,270013200820,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,20.77,Free and Reduced-price Lunch Table,98.0
2017-2018,MN,HIGHER GROUND SECONDARY ACADEMY,MN-074027-074027030,270014004749,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,13.8,Free and Reduced-price Lunch Table,157.0
2017-2018,MN,GLENVILLE-EMMONS SECONDARY,MN-012886-012886300,270014800635,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,9.93,Free and Reduced-price Lunch Table,44.0
2017-2018,MN,CLINTON-GRACEVILLE-BEARDSLEY SR.,MN-012888-012888003,270015000652,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,12.89,Free and Reduced-price Lunch Table,57.0
2017-2018,MN,JENNINGS EXPERIENTIAL HIGH SCHOOL,MN-074031-074031010,270015202947,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,4.72,Free and Reduced-price Lunch Table,44.0
2017-2018,MN,FACE TO FACE ACADEMY,MN-074036-074036010,270015702952,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,6.9,Free and Reduced-price Lunch Table,71.0
2017-2018,MN,HIGH SCHOOL FOR RECORDING ARTS,MN-074039-074039010,270016002955,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,13.08,Free and Reduced-price Lunch Table,280.0
2017-2018,MN,LAKE PARK AUDUBON SECONDARY,MN-012889-012889020,270016200812,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,23.31,Free and Reduced-price Lunch Table,86.0
2017-2018,MN,RENVILLE COUNTY WEST SENIOR HIGH,MN-012890-012890020,270016301310,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,18.51,Free and Reduced-price Lunch Table,109.0
2017-2018,MN,MATH AND SCIENCE ACADEMY,MN-074043-074043010,270016703035,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,31.58,Free and Reduced-price Lunch Table,21.0
2017-2018,MN,NORTHWEST PASSAGE HIGH SCHOOL,MN-074049-074049010,270017303041,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,13.81,Free and Reduced-price Lunch Table,69.0
2017-2018,MN,NORTH LAKES ACADEMY 56,MN-074053-074053020,270017704291,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,15.02,Free and Reduced-price Lunch Table,34.0
2017-2018,MN,LA CRESCENT SEC MONTESSORI/STEM,MN-074054-074054020,270017804750,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,3.68,Free and Reduced-price Lunch Table,4.0
2017-2018,MN,Rosa Parks Charter High School,MN-074056-074056010,270018003048,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,4.5,Free and Reduced-price Lunch Table,35.0
2017-2018,MN,EL COLEGIO CHARTER SCHOOL,MN-074057-074057010,270018103049,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,3.2,Free and Reduced-price Lunch Table,70.0
2017-2018,MN,REDWOOD VALLEY SENIOR HIGH,MN-012897-012897001,270018201304,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,25.3,Free and Reduced-price Lunch Table,135.0
2017-2018,MN,WESTBROOK-WALNUT GROVE SECONDARY,MN-012898-012898030,270018301782,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,16.51,Free and Reduced-price Lunch Table,78.0
2017-2018,MN,AFSA HIGH SCHOOL,MN-074074-074074010,270018603139,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,23.93,Free and Reduced-price Lunch Table,107.0
2017-2018,MN,AVALON SCHOOL,MN-074075-074075010,270018703140,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,9.89,Free and Reduced-price Lunch Table,40.0
2017-2018,MN,PILLAGER AREA CHARTER SCHOOL,MN-074080-074080010,270019103144,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,5.2,Free and Reduced-price Lunch Table,25.0
2017-2018,MN,DISCOVERY PUBLIC SCHOOL FARIBAULT,MN-074081-074081010,270019203145,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,6.43,Free and Reduced-price Lunch Table,32.0
2017-2018,MN,BLUESKY CHARTER SCHOOL,MN-074082-074082010,270019303146,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,36.29,Free and Reduced-price Lunch Table,105.0
2017-2018,MN,HARBOR CITY INTERNATIONAL CHARTER,MN-074085-074085010,270020903270,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,21.19,Free and Reduced-price Lunch Table,79.0
2017-2018,MN,SAGE ACADEMY CHARTER SCHOOL,MN-074087-074087010,270021103272,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,6.21,Free and Reduced-price Lunch Table,47.0
2017-2018,MN,WATERSHED HIGH SCHOOL,MN-074092-074092010,270021303274,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,6.0,Free and Reduced-price Lunch Table,21.0
2017-2018,MN,NEW CENTURY ACADEMY,MN-074093-074093010,270021403275,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,12.1,Free and Reduced-price Lunch Table,93.0
2017-2018,MN,CROSSLAKE COMMUNITY HIGH SCHOOL,MN-074059-074059020,270021804782,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,5.68,Free and Reduced-price Lunch Table,19.0
2017-2018,MN,RIVERWAY SECONDARY,MN-074064-074064020,270022103136,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,3.41,Free and Reduced-price Lunch Table,32.0
2017-2018,MN,NSEC Transition Program,MN-506076-506076025,270022404892,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,1.0,Free and Reduced-price Lunch Table,6.0
2017-2018,MN,ISD 361 - ALC Program,MN-506076-506076015,270022404905,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,0.32,Free and Reduced-price Lunch Table,3.0
2017-2018,MN,KATO PUBLIC CHARTER SCHOOL,MN-074066-074066010,270022603471,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,8.65,Free and Reduced-price Lunch Table,30.0
2017-2018,MN,JACKSON COUNTY CENTRAL SENIOR HIGH,MN-012895-012895113,270023100773,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,22.56,Free and Reduced-price Lunch Table,116.0
2017-2018,MN,TRIO WOLF CREEK DISTANCE LEARNING,MN-074095-074095010,270023502689,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,10.24,Free and Reduced-price Lunch Table,24.0
2017-2018,MN,PRAIRIE SEEDS HIGH SCHOOL ACADEMY,MN-074126-074126040,270024004810,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,13.0,Free and Reduced-price Lunch Table,171.0
2017-2018,MN,METRO SCHOOLS CHARTER,MN-074131-074131010,270024503573,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,21.81,Free and Reduced-price Lunch Table,230.0
2017-2018,MN,TWIN CITIES ACADEMY,MN-074132-074132010,270024603307,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,38.35,Free and Reduced-price Lunch Table,287.0
2017-2018,MN,NORTHERN LIGHTS COMMUNITY SCHOOL,MN-074146-074146010,270025603314,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,10.98,Free and Reduced-price Lunch Table,72.0
2017-2018,MN,MINNESOTA ONLINE HIGH SCHOOL,MN-074150-074150010,270026003318,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,15.24,Free and Reduced-price Lunch Table,15.0
2017-2018,MN,EDVISIONS OFF CAMPUS SCHOOL,MN-074151-074151010,270026103319,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,10.56,Free and Reduced-price Lunch Table,22.0
2017-2018,MN,SPECTRUM HIGH SCHOOL,MN-074160-074160010,270027603615,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,33.12,Free and Reduced-price Lunch Table,63.0
2017-2018,MN,PLAINVIEW-ELGIN-MILLVILLE HIGH,MN-012899-012899040,270028703631,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,26.62,Free and Reduced-price Lunch Table,38.0
2017-2018,MN,EAST RANGE ACADEMY OF TECH-SCIENCE,MN-074166-074166010,270029103722,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,16.47,Free and Reduced-price Lunch Table,125.0
2017-2018,MN,RTR HIGH SCHOOL,MN-012902-012902300,270029403692,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,13.23,Free and Reduced-price Lunch Table,52.0
2017-2018,MN,LINCOLN INTERNATIONAL SCHOOL,MN-074178-074178010,270029903733,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,14.4,Free and Reduced-price Lunch Table,129.0
2017-2018,MN,RIVERS EDGE ACADEMY,MN-074190-074190010,270031404295,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,5.85,Free and Reduced-price Lunch Table,39.0
2017-2018,MN,LIONSGATE ACADEMY,MN-074183-074183010,270031504325,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,37.37,Free and Reduced-price Lunch Table,23.0
2017-2018,MN,LIONSGATE ACADEMY AIM,MN-074183-074183030,270031504846,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,9.0,Free and Reduced-price Lunch Table,4.0
2017-2018,MN,TRACY SECONDARY,MN-012904-012904001,270032604389,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,25.27,Free and Reduced-price Lunch Table,161.0
2017-2018,MN,SMEC ALC,MN-526083-526083050,270032704978,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,1.0,Free and Reduced-price Lunch Table,14.0
2017-2018,MN,ORTONVILLE SECONDARY,MN-012903-012903020,270032804386,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,16.79,Free and Reduced-price Lunch Table,80.0
2017-2018,MN,PARNASSUS PREP SCHOOL-RHETORIC,MN-074199-074199025,270033304817,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,13.89,Free and Reduced-price Lunch Table,34.0
2017-2018,MN,NOVA CLASSICAL ACADEMY UPPER SCHOOL,MN-074098-074098020,270033704356,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,34.95,Free and Reduced-price Lunch Table,63.0
2017-2018,MN,DOWNTOWN CAMPUS,MN-074102-074102020,270034103568,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,5.2,Free and Reduced-price Lunch Table,103.0
2017-2018,MN,SABATHANI CAMPUS,MN-074102-074102055,270034103572,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,1.0,Free and Reduced-price Lunch Table,75.0
2017-2018,MN,RONDO CAMPUS,MN-074102-074102010,270034104164,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,4.01,Free and Reduced-price Lunch Table,160.0
2017-2018,MN,UNITY CAMPUS,MN-074102-074102015,270034104165,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,6.82,Free and Reduced-price Lunch Table,147.0
2017-2018,MN,HMONG COLLEGE PREP ACADEMY HS,MN-074103-074103010,270034204092,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,96.3,Free and Reduced-price Lunch Table,403.0
2017-2018,MN,PALADIN CAREER AND TECH HIGH SCHOOL,MN-074104-074104010,270034304133,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,18.5,Free and Reduced-price Lunch Table,168.0
2017-2018,MN,GREAT RIVER SCHOOL,MN-074105-074105010,270034404093,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,23.3,Free and Reduced-price Lunch Table,43.0
2017-2018,MN,TREKNORTH HIGH SCHOOL,MN-074106-074106010,270034504166,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,11.01,Free and Reduced-price Lunch Table,78.0
2017-2018,MN,VOYAGEURS EXPEDITIONARY SCHOOL,MN-074107-074107010,270034604167,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,11.84,Free and Reduced-price Lunch Table,48.0
2017-2018,MN,PIM Arts High School,MN-074110-074110010,270034904096,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,25.86,Free and Reduced-price Lunch Table,56.0
2017-2018,MN,AUGSBURG FAIRVIEW ACADEMY,MN-074111-074111010,270035004097,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,9.96,Free and Reduced-price Lunch Table,70.0
2017-2018,MN,ST PAUL CONSERVATORY PERFORMING ART,MN-074112-074112010,270035104098,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,32.1,Free and Reduced-price Lunch Table,81.0
2017-2018,MN,ARCADIA CHARTER SCHOOL,MN-074091-074091010,270035504151,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,15.25,Free and Reduced-price Lunch Table,20.0
2017-2018,MN,LAKES INTL LANGUAGE ACAD-HEADWATERS,MN-074116-074116020,270035804828,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,24.81,Free and Reduced-price Lunch Table,34.0
2017-2018,MN,Kaleidoscope Charter High School,MN-074118-074118020,270036004668,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,17.03,Free and Reduced-price Lunch Table,11.0
2017-2018,MN,ACADEMIC ARTS HIGH SCHOOL,MN-074119-074119010,270036104105,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,7.89,Free and Reduced-price Lunch Table,32.0
2017-2018,MN,ST. CROIX PREPARATORY ACADEMY UPPER,MN-074120-074120030,270036204360,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,25.36,Free and Reduced-price Lunch Table,24.0
2017-2018,MN,UBAH MEDICAL ACADEMY CHARTER SCHOOL,MN-074121-074121010,270036304107,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,18.3,Free and Reduced-price Lunch Table,294.0
2017-2018,MN,EAGLE RIDGE ACADEMY CHARTER SCHOOL,MN-074122-074122010,270036404108,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,40.69,Free and Reduced-price Lunch Table,163.0
